título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""O homem que não podia olhar para trás""";;Nelson Saúte;;Contos populares de  Moçambique, Continente africano;Neste conto infanto-juvenil, Nelson Saúte, jovem e talentoso autor moçambicano, inspirou- se na história “O homem chamado Namarasotha”, contado Elisa Fuchs por César Intupa, e inserido no livro Contos populares moçambicanos. Ilustrado por Roberto Chichorro, artista plástico moçambicano, a narrativa retrata a peregrinação de Abdala Mussa pelas terras da África.;Série: Mama África;Lingua Geral;1ª;2006;Físico;9788560160044;O homem que não podia olhar para trás – ALB – Associação de Leitura do Brasil;pt-BR;;Infantojuvenil;30;;SAÚTE, Nelson. O homem que não podia olhar para trás. Rio de Janeiro: Língua Geral, 2006.;https://m.media-amazon.com/images/I/81o4gwcCbBL._SL1500_.jpg;africana
""" Sonho da Lua""";;Sílvia Bragança;Amanda de Azevedo;Poemas infantis, Continente africano;A autora, com vasta e profunda vivência em Moçambique, nos apresenta uma preciosa obra composta por dez poemas infantis sobre o universo. São poemas que podem ser cantados, sobre a lua, o vento, a chuva, o elefante, a aranha, as flores e outros elementos da natureza.;;Kapulana;1ª;2015;Físico;9788568846056;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;27;;BRAGANÇA, Sílvia. Sonho da Lua. São Paulo: Kapulana, 2015.;https://m.media-amazon.com/images/I/81I9v-m42hL._SL1297_.jpg;africana
"""Os olhos grandes da menina pequenina""";;Ondjaki;Carla Dias;Literatura angolana, Infância, Sentimentos;Era uma vez uma menina muito, muito pequenina, que tinha olhos enormes e muito bonitos… mas que não sabiam chorar. Um passeio pelas emoções infantis, da tristeza ao deslumbramento, em palavras do escritor angolano Ondjaki e da artista gráfica moçambicana Carla Dias.;;Mima;1ª;2023;Físico;9786598064815;Os olhos grandes da menina pequenina | Amazon.com.br;pt-BR;;Infantojuvenil;48;;ONDJAKI. Os olhos grandes da menina pequenina. Rio de Janeiro: Mima, 2023.;https://m.media-amazon.com/images/I/61jdmk7mpRL.jpg;africana
"""O menino que descobriu o vento""";;William Kamkwamba,Bryan Mealer;Tradução de Marcia de Almeida;Continente africano, Poder da leituras, Eletricidade;Quando uma terrível seca atingiu o pequeno vilarejo onde William Kamkwamba vivia, noMalaui, sua família perdeu todas as safras da estação, ficando sem ter o que comer ou vender, impossibilitando também a continuidade dos estudos de William. Assim, o garoto começou a explorar os livros de ciências na biblioteca de sua aldeia e foi lá que teve uma ideia que mudaria a vida de sua família para sempre: construir um moinho de vento.Construída com ferro-velho e peças usadas de bicicleta, a incrível criação de William levou eletricidade para casa, o que ajudou a família a bombear a água de que precisavam para cultivar a terra.;;Objetiva;1ª;2011;Físico;9786555526240;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Juvenil;287;;KAMKWAMBA, William, MEALER Bryan. O menino que descobriu o vento. Rio de Janeiro: Objetiva, 2011.;https://m.media-amazon.com/images/I/710j0HLuwuL._SL1000_.jpg;africana
"""Um safari na Tanzânia""";;Laurie Krebs;Julia Cairns, tradução de  Cláudia Ribeiro Mesquita e Heitor Ferraz Mello;Savana africana, Etnia Mssai, Língua swahili, Culturas africanas;Na Tanzânia, em plena savana africana, crianças da etnia Mssai, guiadas por um adulto, observam os animais que passam e aprendem a contar de 1 a 10 em swahili, uma das principais línguas da costa leste da África. O anexo do final do livro mostra a vida cotidiana e os costumes desse povo.;;SM;1ª;2007;Físico;9788576751687;Um Safari na Tanzânia | Amazon.com.br;pt-BR;;Infantojuvenil;32;;KREBS, Laurie. Um safari na Tanzânia. São Paulo: Edições SM, 2007.;https://m.media-amazon.com/images/I/71fKvgRKZpL._SL1303_.jpg;africana
"""Não derrame o leite""";; Stephen Davies;Christopher Corr, tradução de Helena Carone;Culturas africanas, Dunas africanas;Uma história que desperta valores como autonomia, senso de responsabilidade e a importância de se fazer algo com amor Caminhando pelas dunas africanas, atravessando o rio escuro e largo, e subindo a montanha muito, muito alta, Penda leva uma tigela de leite para o pai nas pastagens. Mas ela conseguirá chegar sem derramar uma única gota? Com textos ritmados, ênfase na repetição de palavras-chave e cores vibrantes, esse livro é também uma bela introdução para os pequenos a uma cultura diferente.;;Pequena Zahar;1ª;2015;Físico;9788566642353;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;29;;DAVIES,Stephen. Não derrame o leite. Rio de Janeiro: Pequena Zahar, 2015.;https://m.media-amazon.com/images/I/91L4Bam8zLL._SL1500_.jpg;africana
"""Beijados pelo sol""";;Rogério Andrade Barbosa;John Kilaka;Continente africano, Tanzânia, infância, albinismo;Kivuli mora na Tanzânia. Ele seria um garoto comum africano, que vai a escola todos os dias, não fosse por um detalhe: ele é albino. Por conta das crendices locais, os albinos são perseguidos, correndo risco de vida. Ele vai precisar de muita força e coragem para lutar contra o preconceito e a violência, nessa aventura que também é uma denúncia contra a a violação de seus direitos.;;Brasil ;1ª;2017;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;72;;BARBOSA, Rogério Andrade. Beijados pelo sol. São Paulo: Editora do Brasil, 2017.;https://m.media-amazon.com/images/I/81pSCuTEv0S._SL1500_.jpg;africana
"""Ubuntu,Madiba""";;Regina Gonçalves;Alexandre Camanho;Biografia, Nelson Mandela, Ubuntu;O jovem Nelson Mandela atravessa uma região da África e para numa vila cansado e com fome. Assim que para, as pessoas já lhe oferecem água e comida. Depois, Mandela aprende com as crianças o conceito do UBUNTU: “Eu sou porque nós somos” ou “Eu só existo porque nós existimos”. UBUNTU é generosidade, solidariedade, amizade, compaixão, respeito e o desejo sincero de felicidade e harmonia entre os seres humanos. A ideia principal é que não se pode existir como um ser humano isoladamente.;;Viajante do tempo;1ª;2021;Físico;9788563382818;Ubuntu, Madiba! – Viajante do Tempo;pt-BR;;Infantojuvenil;26;;GONÇALVES, Regina. Ubuntu, Madiba. Rio de Janeiro: Viajante do tempo, 2021.;https://viajantedotempo.com/wp-content/uploads/2019/02/Ubuntu-Madiba_Capa_pequena.jpg;africana
"""Yakuba""";;Thierry Dedieu;André Telles (Tradutor);Culturas africanas, Savana africana;Livro de temática africana, sobre um jovem que está prestes a se tornar um guerreiro Amanhece na savana africana. E, para o jovem Yakuba, é um dia especial: ele está prestes a se tornar um guerreiro. Para provar sua coragem, precisa, no entanto, enfrentar um leão. Sob o sol escaldante, o menino-homem caminha, com medo, e finalmente encontra o inimigo. Ansioso, ele corre para lutar, mas é paralisado pelo olhar do grande felino, que está ferido. Agora Yakuba deve decidir: ou mata o animal, e ganha o respeito da tribo, ou o poupa, e se torna homem a seus próprios olhos...;;Galerinha;;2016;Físico;9788501101839;Yakuba | Amazon.com.br;pt-BR;;Infantojuvenil;40;;DEDIEU, Thierry.Yakuba. Rio de Janeiro: Galera, 2016.;https://m.media-amazon.com/images/I/81KEhRpT32L._SL1500_.jpg;africana
"""Viagem pelo mundo num grão de pólen e outros poemas""";;Pedro Pereira Lopes;Filipa Pontes ;Poemas moçambicanos, Infância;Em Viagem pelo mundo num grão de pólen e outros poemas, da série “Vozes da África”, o escritor moçambicano Pedro Pereira Lopes cria poemas fantásticos que transportam as crianças para um universo mágico. Nessa viagem por meio de palavras e de ilustrações, os leitores podem conviver com personagens incríveis, simpáticos animais, estranhos objetos e delicados elementos da natureza. Filipa Pontes, portuguesa, ilustra os poemas musicais com graça e ritmo, utilizando caneta de feltro, caneta de gel e lápis de cor.;Série Vozes da África: Moçambique, Inclui glossário.;Kapulana ;1ª;2015;Físico;9788568846087;Viagem pelo mundo num grão de pólen e outros poemas – Kapulana;pt-BR;;Infantojuvenil;40;;LOPES, Pedro Pereira. Viagem pelo mundo num grão de pólen e outros poemas.São Paulo: Kapulana, 2015.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_viagem-pelo-mundo.png;africana
"""Lendas negras""";;Júlio Emílio Braz;Salmo Dansa;Continente africano, histórias e tradições africanas;Pouco ou nada se falou sobre a África para os jovens de hoje, afro-descendentes ou não. Para muitos a África ainda é um mistério ou, pior ainda, quando aparece nos noticiários, é como palco de terríveis guerras civis e epidemias. Mas a África é bem mais do que isso e este livro procura mostrar suas histórias e tradições, apresentando a todos seu folclore para assim, quem sabe, despertar outros tantos a escrever mais sobre esse continente.;Série no meio do caminho;FTD;1ª;2001;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;109;;BRAZ, Júlio Emílio. Lendas negras. São Paulo: FTD, 2001.;https://m.media-amazon.com/images/I/71xWK9DS6XL._SL1500_.jpg;africana
"""Sundjata, o príncipe Leão """;;Rogério Andrade Barbosa;Roger Melo;África ocidental, contadores de histórias, griots;A vida de Sundjata é cantada em verso e prosa, até os dias de hoje, pelos fabulosos contadores de histórias da África ocidental: os griots.;Altamente recomendável - jovens - FNLIJ - 1995,Catálogo da Feira de Bolonha - 2015;Melhoramentos;1ª;2014;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;63;;BARBOSA, Rogério Andrade. Sundjata, o príncipe Leão. São Paulo: Melhoramentos, 2014.;https://m.media-amazon.com/images/I/71NL4wDsGyL._SL1500_.jpg;africana
"""Contos ao redor da fogueira""";;Rogério Andrade Barbosa;Rui de Oliveira;Recontos africanos, Griôs, saberes ancestrais;Nas duas histórias que compõem esse livro, o autor Rogério Andrade Barbosa se inspirou em fatos acontecidos e transmitidos de geração em geração, tecendo um texto envolvente em que os limites entre o real e a fantasia são tênues. Escritor aclamado e com uma vasta experiência na África, onde foi professor, Rogério resgata as lendas originais daquele continente e cria desfechos surpreendentes, mantendo-se fiel à sua proposta de mostrar o poder da inteligência e dos sentimentos de seus personagens diante de superstições há muito arraigadas na sociedade em que vivem. As belas ilustrações do bastante premiado Rui de Oliveira contribuem bastante para a criação de uma atmosfera mágica e convidativa, capaz de conquistar leitores de qualquer idade.;;Rovelle;1ª;2014;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;62;;BARBOSA, Rogério Andrade. Contos ao redor da fogueira.Rio de Janeiro: Rovelle, 2014.;https://m.media-amazon.com/images/I/61o1zBQpQwL._SL1000_.jpg;africana
"""Lobu ku xibinhu: histórias que as crianças me contaram em Cabo Verde""";;Rogério Andrade Barbosa;Jô Oliveira;Contos africanos, fábulas, tradição oral cabo-verdiana;Com a ironia e a alegria típicas da cultura regional africana, a obra de Rogério Andrade Barbosa oferece ao leitor dois deliciosos contos da tradição oral cabo-verdiana. Dando vida aos animais, para falar da esperteza que lembra também personagens brasileiros, as histórias são ilustradas com as cores fortes e traços lúdicos, complementando as referências ao povo com quem nosso país guarda muitas afinidades.;;Cortez;1ª;2013;Físico;9788524920516;Lobu Ku Xibinhu: histórias que as crianças me contaram em Cabo Verde | Amazon.com.br;pt-BR;;Infantojuvenil;30;;BARBOSA, Rogério Andrade. Lobu ku xibinhu: histórias que as crianças me contaram em Cabo Verde. São Paulo: Cortez, 2013.;https://m.media-amazon.com/images/I/71fDCiERJ+L._SL1200_.jpg;africana
"""Nem um grão de poeira""";;Rogério Andrade Barbosa;Rubem Filho;Continente africano, Mitos africanos, Etiópia;Mitos africanos variam de povo para povo. Nem um grão de poeira é um conto etíope, que reflete o orgulho e o amor desse povo a sua pátria. Fala sobre a lendária Abissínia, atual República da Etiópia, que resistiu ao longo do tempo a qualquer tentativa de invasão de exércitos gregos, turcos, egípcios, ingleses, franceses e portugueses. Na Terra Dourada, como é chamada por seus habitantes, religiões tradicionais convivem com o cristianismo e o islamismo há séculos, numa região que apresenta uma das maiores diversidades étnicas e culturais da Áfric;;Zit;1ª;2011;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;21;;BARBOSA, Rogério Andrade. Nem um grão de poeira. Rio de Janeiro: Zit, 2011.;https://m.media-amazon.com/images/I/9120Rrcp0kL._SL1500_.jpg;africana
"""Kalahari- uma aventura no deserto africano """;;Rogério Andrade Barbosa;Laís Dias;Deserto do Kalahari, Continente africano, aventuras;Um jovem brasileiro e uma garota australiana se conhecem durante uma viagem pelo deserto do Kalahari, território do povo bosquímano. E, em meio a mil perigos, ajudam a desbaratar um grupo de terroristas que planejava assassinar Nelson Mandela, símbolo máximo da luta contra o racismo.;;Melhoramentos;1ª;2009;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;128;;BARBOSA, Rogério Andrade. Kalahari: uma aventura no deserto africano. São Paulo: Melhoramentos, 2009.;https://m.media-amazon.com/images/I/9145afC+qXS._SL1500_.jpg;africana
"""Pra lá de Marrakech""";;Rogério Andrade Barbosa;Roberto Weigand;Mercado Marrakech, Marrocos, Continente africano, Víagem;Hamed vive no Marrocos e sonha acompanhar o pai em uma viagem até o mercado de Marrakech. Finalmente, este dia chega! Ao ver a cidade grande e o imenso mercado pela primeira vez, o menino fica fascinado com o grande movimento de pessoas, de veículos e as magníficas construções! Acompanhe todas as aventuras de Hamed nesta viagem inesquecível e conheça o mundo que tanto o surpreendeu!;Catálogo da Feira de Bolonha - 2010;FTD;1ª;2009;Físico;;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;34;;BARBOSA, Rogério Andrade. Pra lá de Marrakech. São Paulo: FTD, 2009.;https://m.media-amazon.com/images/I/71Qgw33ipyL._SL1200_.jpg;africana
"""Como as histórias se espalharam pelo mundo""";;Rogério Andrade Barbosa;Graça Lima;Fábulas, Continente africano;Um ratinho curioso e inteligente se escondia em muitos lugares para ouvir histórias dos povos da África. Numa viagem mágica, Rogério Andrade Barbosa e Graça Lima nos transportam ao continente africano, com suas múltiplas faces, cores, cheiros, sons, gestos e formas.;"Altamente recomendável - reconto - FNLIJ - 2002,Finalista Prêmio Jabuti (melhor ilustração) - 2003,Catálogo da Feira de Bolonha - 2003.
Traduzido em inglês/Gana, África - 2016";DCL;2ª;2013;Físico;9788573387285;Como as histórias se espalham pelo mundo - 9788573387285 - Livros na Amazon Brasil;pt-BR;;Infantojuvenil;40;;BARBOSA, Rogério Andrade. Como as histórias se espalharam pelo mundo.São Paulo: Difusão Cultural do Livro, 2013.;https://m.media-amazon.com/images/I/81iKfYqSO3L._SL1500_.jpg;africana
"""Meu nome é Mashala""";;Rogério Andrade Barbosa;Maúricio Negro;Continente africano, Infância, Aldeia no Congo;Mashala era uma menina que vivia com sua família em uma pequena aldeia no Congo, até ser raptada por um grupo de guerrilheiros. A violência e o medo a impelem à fuga e, depois de caminhar sozinha por dias, Mashala finalmente é encontrada por um grupo das Nações Unidas e levada a um acampamento dos Médicos Sem Fronteiras. Depois de ser cuidada com carinho e humanidade, ela segue para um orfanato na capital, Kinshasa. Mas o que poderia ser um novo começo se transforma em mais uma provação para a menina, quando a coordenação do orfanato a acusa de bruxaria. Os castigos a obrigam a fugir novamente e ela encontra acolhimento entre outras crianças e adolescentes que, como ela, tentam sobreviver nas ruas da grande cidade. Por fim, quando o destino de Mashala parece estar traçado, uma policial a encaminha para uma instituição séria e comprometida, onde tem a oportunidade de estudar e sonhar com um belo futuro. Essa história, que se passa na República Democrática do Congo – o quarto país mais populoso do continente africano, um dos países mais pobres do mundo em renda per capita e, ao mesmo tempo, um dos mais ricos em termos de recursos naturais e biodiversidade – assemelha-se em diversos aspectos ao que acontece nas ruas das cidades brasileiras e de tantos outros países ao redor do mundo. Meu nome é Mashala retrata a violência, a intolerância, os dramas e as complexidades do continente africano, mas também sua exuberância cultural e riquezas naturais, bem como a resiliência e a esperança que movem o ser humano em busca de liberdade e de uma vida melhor.;;Saberes e letras;1ª;2023;Físico;9786584607118;Meu nome é Mashala | Amazon.com.br;pt-BR;;Juvenil;86;;BARBOSA, Rogério Andrade. Meu nome é Mashala. São Paulo: Saberes e letras, 2023.;https://m.media-amazon.com/images/I/81GqvuFwQ-L._SL1500_.jpg;africana
