título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""Lulu vai para a escola""";;Anna McQuinn;Rosalind Beardshaw;"Relações étnico-raciais; amizade;escola; descobertas";Amanhã é o primeiro dia de aula de Lulu na escola! E ela precisa arrumar sua nova mochila para deixar tudo pronto. Todos precisam acordar bem cedinho para o grande dia. Na escola ela vai aprender muitas coisas, conhecer novos amigos e novas brincadeiras. Você também quer conhecer a escola de Lulu?;;Pallas Mini;      1ª ;2023;Físico;9786556020983;https://pallaseditora.com.br/produto/Lulu_vai_para_a_escola/369/;pt-BR;;infantil;28p;;MCQUINN, Anna. Lulu vai para escola. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/369/800_med.jpg;afro-brasileira
"""Lulu na festa do pijama""";;Anna McQuinn;Rosalind Beardshaw;"Relações étnico-raciais; descobertas;brincadeiras";Este livro vai ajudar as crianças a se sentirem confortáveis na hora de dormir fora de casa pela primeira vez. Através desta leitura, junto com os pais e familiares, elas poderão perceber que essa experiência pode ser muito divertida e prazerosa.;;Pallas Mini;1ª;2023;Físico;9786556020990;https://pallaseditora.com.br/produto/Lulu_na_festa_do_pijama/370/5/;pt-BR;;infantil;28p;;MCQUINN, Anna. Lulu na festa do pijama. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/370/801_med.jpg;afro-brasileira
"""Kofi e o menino do fogo""";;Nei Lopes;Helénè Moreau ;"Diversidade; sentimentos; emoções";Kofi e o menino de fogo conta a história de um encontro entre dois garotos de lugares muito diferentes. É também o primeiro livro infantil de Nei Lopes, que sabe como poucos traduzir sentimentos e emoções para os pequeninos. O livro celebra ainda o encontro entre o escritor e compositor brasileiro e Hélène Moreau, artista francesa que pela primeira vez ilustra um livro no Brasil.;;Pallas;1ª;2008;Físico;9788534704229;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/213600?guid=1720724356405&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720724356405%26quantidadePaginas%3d1%26codigoRegistro%3d213600%23213600&i=1;pt-BR;;infantojuvenil;37p;;LOPES, Nei. Kofi e o menino de fogo. Rio de Janeiro: Pallas, 2008.;https://acervo.bn.gov.br/sophia_web/capa/capa/213600;afro-brasileira
"""Os ibejis e o carnaval""";;Helena Theodoro;Luciana Justiniani Hees;"Identidade; carnaval; anscestralidade";A escritora Helena Theodoro, em seu mais importante papel — o de avó —, conta para seus dois netos, Neinho e Lalá, histórias do nosso carnaval.;;Pallas;1ª;2009;Físico;9788534704250;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/261492?guid=1726421595700&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1726421595700%26quantidadePaginas%3d1%26codigoRegistro%3d261492%23261492&i=1;pt-BR;;infantojuvenil;29p;;Theodoro, Helena, 1943-Os ibejis e o carnaval. Rio de Janeiro : Pallas, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/261492;afro-brasileira
"""Gênios da nossa gente: personalidades negras""";;"Eliana Alves Cruz;Estevão Ribeiro";Estevão Ribeiro;"Identidade; personalidades negras; biografia; memória";Eliana Alves Cruz e Estevão Ribeiro apresentam para o público infantil e juvenil trinta perfis de personalidades negras brasileiras. Os “Gênios da nossa gente” superaram diversos obstáculos e se toraram figuras inspiradoras de legado inestimável. A representatividade dos selecionados, os perfis biográficos, o texto lúdico e as ilustrações de Estevão Ribeiro inspiram crianças e jovens a sonharem alto e ilimitado na construção de suas narrativas pessoais.;;Malê Mirim;1ª;2024;Físico;9786585893114;https://www.editoramale.com.br/product-page/g%C3%AAnios-da-nossa-gente-personalidades-negras;pt-BR;;infantojuvenil;64p;;"CRUZ, Eliana Alves; RIBEIRO, Estevão. Gênios da nossa gente: personalidades negras. Rio de Janeiro: Malê Mirim, 2024.";https://static.wixstatic.com/media/0a154a_a0a2ef29bac24ba39f5c89ca082541d2~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_a0a2ef29bac24ba39f5c89ca082541d2~mv2.jpg;afro-brasileira
"""Madisa e a vovó alegria """;;Vagner Amaro;Daniel Santana;"Identidade; ancestralidade; avós";Mandisa e a Vovó Alegria conta a história de amizade entre uma avó, Alegria, e a sua neta, Mandisa. Nesta convivência entre gerações, ensinamentos importantes sobre o gosto pela arte e pela cultura, ancestralidade, conexão com as antepassados africanos e amor familiar marcam profundamente a infância da menina.;;Malê Mirim;1ª;2021;Físico;9786587746340;https://www.editoramale.com.br/product-page/mandisa-e-a-vov%C3%B3-alegria;pt-BR;;infantojuvenil;24p;;AMARO. Vagner. Mandisa e a vovó alegria. Rio de Janeiro: Malê Mirim, 2021.;https://static.wixstatic.com/media/0a154a_fd97c9c3bb8c4f2aa4997ba826f0b819~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_fd97c9c3bb8c4f2aa4997ba826f0b819~mv2.jpg;afro-brasileira
"""Chico Juba""";;Gustavo Gaiovota;Rubem Filho;"Identidade; relações étnico-raciais; ancestralidade africana";Chico é corajoso feito um leão e tem a imaginação do tamanho de sua juba! Ele é um grande inventor de xampus que pretende solucionar as incríveis reviravoltas de suas mechas. Essa não é uma tarefa fácil e Chico não poupará nenhuma de suas mirabolantes receitas. Seus esforços o levarão à incrível descoberta de que podemos brilhar sendo quem somos: o segredo é cuidar das raízes.;;Mazza Edições;1ª;2011;Físico;9788571605350;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/293891?guid=1720726568671&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720726568671%26quantidadePaginas%3d1%26codigoRegistro%3d293891%23293891&i=1;pt-BR;;infantojuvenil;23p;;GAIVOTA, Gustavo. Chico Juba. Belo Horizonte: Mazza, 2011.;https://m.media-amazon.com/images/I/71yR-TUjrCL._SY425_.jpg;afro-brasileira
"""Carolina Maria de Jesus""";;Adriana de Almeida Navarro;Gabriela Emmerich;"Carolina Maria de Jesus; identidade ;relações étnico-raciais; ancestralidade; racismo";Carolina Maria de Jesus deixou alguns legados que sempre serão lembrados: o talento para a escrita e a força para sobreviver a cada dia da forma que podia. Neste belíssimo livro ilustrado conhecemos um pouco sobre uma grande mulher.;coleção vidas que inspiram;Ciranda Cultural;1ª;2022;Físico;9786526103234;https://www.cirandacultural.com.br/produto/livro-carolina-maria-de-jesus-74227;pt-BR;;infantojuvenil;32p;;NAVARRO, Adriana de Almeida. Carolina Maria de Jesus. São Paulo: Ciranda Cultural, 2022.;https://cirandacultural.fbitsstatic.net/img/p/livro-carolina-maria-de-jesus-74227/260755.jpg?w=520&h=520&v=no-change&qs=ignore;afro-brasileira
"""Muzunga""";;Elisabete da Cruz;Rebeca Silva Santos;"Identidade; memória afetiva; saudades; diversidade ";Por que mudamos? O que levamos em uma mudança? O que deixamos? O que vamos encontrar? O que podemos reconstruir? Essas e tantas outras perguntas acompanharam Muzunga quando foi morar em um país tão distante e diferente do seu. E numa saudade imensa, o menino se derramou, pois levava consigo memórias de um outro tempo, de outro território. Histórias da sua vida que, ao chegar nesse novo lugar, toma outra dimensão, pois os modos de viver, as pessoas...são tão diferentes. Como lidar com tudo isso? Muzunga é um menino esperto que aprendeu com as histórias de seu povoado a carregar consigo a coragem de permitir novos encontros e de escutar tudo ao seu redor. Esta é uma história de muitos encontros.;;Ciranda Cultural;1ª;2024;Físico;9786553842595;https://www.cirandacultural.com.br/produto/livro-muzunga-75070;pt-BR;;infantojuvenil;32p;;CRUZ, Elisabete da. Muzunga. São Paulo: Ciranda Cultural, 2024.;https://cirandacultural.fbitsstatic.net/img/p/livro-muzunga-75070/261598.jpg?w=520&h=520&v=202406171602&qs=ignore;afro-brasileira
"""Foi ele que escreveu a ventania""";;Rosana Rios;Mauricio Negro;"Identidade; relações étnico-raciais; família; escola";Tui saía de casa debaixo do sol escaldante. A caminho da escola, se depara com um poema pixado no muro. Ele o copia e logo se lembra do velho livro de poesia no caixote de sua classe. O seu preferido. À noite, fica sabendo pela TV que o poeta do livro havia morrido. Abalado, sonha com o poeta e deseja um dia ser como ele, um fazedor de versos capaz de inventar o frescor e a ventania...;;Pulo do Gato;1ª;2017;Físico;9788595760004;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1694677?guid=1720728172245&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720728172245%26quantidadePaginas%3d1%26codigoRegistro%3d1694677%231694677&i=1;pt-BR;;infantojuvenil;43p;;RIOS, Rosana. Foi ele que escreveu a ventania. São Paulo: Pulo do Gato, 2017.;https://www.editorapulodogato.com.br/capas_imgs/64_i.png;afro-brasileira
"""Betina""";;Nilma Lino Gomes ;Denise Nascimento;"Identidade; relações étnico-raciais; ancestralidade africana";A lição do penteado, Betina aprendeu da amorosa avó e a avó aprendeu com a mãe dela que aprendeu com outra mãe que tinha aprendido com uma tia. Só que Betina foi além e espalhou a lição para filhas e filhos, mães e avós que não eram os dela. Ela abriu um salão de beleza diferente e ficou conhecida em vários lugares do país. Mas Nilma Lino Gomes tem muitos detalhes deliciosos dessa linda história.;;Mazza Edições;1ª;2009;Físico;9788571604735;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/231998?guid=1720728919255&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720728919255%26quantidadePaginas%3d1%26codigoRegistro%3d231998%23231998&i=2;pt-BR;;infantojuvenil;22p;;GOMES, Nilma Lino. Betina. Belo Horizonte: Mazza, 2009.;https://m.media-amazon.com/images/I/61xLLP5rLBL._SL1313_.jpg;afro-brasileira
""" Da cor que eu sou""";;Andressa Reis;Stefania Magalhães;"Identidade; relações étnico-raciais; ancestralidade africana; diversidade";Maria sempre soube que as pessoas existem no mundo em diversos tamanhos, formas e cores. Por isso estranhou quando sua melhor amiga, Júlia, lhe presenteou com um desenho um tanto quanto estranho. O livro Da cor que eu sou celebra a diversidade. Uma obra para ensinar nossos filhos a enxergar os outros como eles realmente são. E com todo o amor, respeito e admiração que isso requer. Com ilustrações cativantes e palavras afetuosas, pequenos leitores poderão mergulhar no universo da diversidade e perceber a beleza que existe nas nossas diferenças. Um livro que aborda um tema tão importante e urgente de uma maneira lúdica, leve e de leitura envolvente.;;Editora Matrescência;1ª;2021;Físico;9786587056272;https://editoramatrescencia.com/products/da-cor-que-eu-sou;pt-BR;;infantojuvenil;36p;;REIS, Andressa. Da cor que eu sou. Paraná: Editora Matrescência, 2021.;https://editoramatrescencia.com/cdn/shop/products/image_44a68033-af79-4703-8722-b158d49793c0.jpg?crop=center&height=75&v=1634632730&width=75;afro-brasileira
"""Cora e o dedo""";;Kelly Silvestre;Gabriela Emmerich;"Saúde; hábito; respeito; empatia";Um livro para auxiliar famílias com crianças que chupam o dedo ou roem unhas. O desenvolvimento infantil é marcado por diferentes fases. Cada uma delas apresenta surpresas, obstáculos, alegrias e muito aprendizado, tanto para os pais quanto para os filhos. Para atravessarem algumas dessas etapas de maneira saudável e segura, as crianças precisam do apoio e da participação de seus familiares, assim como dos adultos que convivem com elas. Parar de chupar o dedinho, de roer as unhas ou de chupar chupeta é um processo importante da infância, uma quebra de hábito que requer paciência e incentivo. A história de Cora foi criada para facilitar essa jornada, com o amor, o respeito e a empatia que o momento exige. Com um olhar proativo, porém acolhedor, este livro nasceu da vontade e da necessidade de encorajar crianças e informar famílias sobre esse momento de transição, que pode ser bastante desafiador. Cores e ilustrações divertidas, texto adorável, e ideias e estratégias fáceis de serem colocadas em prática fazem desse livro um verdadeiro presente. Para os pequenos, ele traz a inspiração e a coragem necessárias para seguir em frente. Para os pais, cuidadores e profissionais da área da saúde, ele fornece informação e apoio capazes de ampliar o olhar sobre o tema e direcionar novas condutas.;;Editora Matrescência;1ª;2020;Físico;9786587056180;https://editoramatrescencia.com/products/cora-e-o-dedo;pt-BR;;infantil;50p;;SILVESTRE, Kelly. Cora e o dedo. Paraná: Editora Matrescência, 2020.;https://editoramatrescencia.com/cdn/shop/products/Livro_Cora02.jpg?crop=center&height=75&v=1605658908&width=75;afro-brasileira
"""O pente penteia""";;Olegário Alfredo;Não consta;"Identidade; relações étnico-raciais";Nessas rimas, ficamos com a pulga atrás da orelha com tantas indagações sobre o pente. Da sua lida nas cabeças e os muitos tipos de cabelo. Cabelo embaraçado, cabelo do galã. Será que ele penteia? A lã do carneiro, a juba do leão. O pente penteia? O autor nos indaga sobre o pente e também nos leva a buscar as respostas. O que o pente penteia? Algumas respostas ele nos da?, outras ele nos deixa a pensar. Será que o pente penteia o cabelo do milho? E milho tem cabelo pra pentear!? E o cabelo do índio na aldeia? Existe pente por lá? Pois sim! São tantas perguntas... Nisso, paramos e vemos os detalhes do cotidiano e no mundo ao nosso redor.;; Penninha Edições;1ª;2015;Físico;9788567265124;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1662715?guid=1720736084085&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720736084085%26quantidadePaginas%3d1%26codigoRegistro%3d1662715%231662715&i=2;pt-BR;;infantojuvenil;19p;;Alfredo, Olegário, 1954- O pente penteia. [Belo Horizonte] : Penninha Edições, 2015.;https://m.media-amazon.com/images/I/61qqSbMc4nL._SX342_SY445_.jpg;afro-brasileira
"""Menino Benjamim""";;Ótavio Junior;Isabela Santos;"Palhaço Benjamin; circo; biografia";Primeiro palhaço negro do Brasil, Benjamim de Oliveira foi um dos criadores do circo-teatro no país. Grande artista, deu os passos iniciais para modernizar o ofício das artes cênicas. Esquecido pelos brasileiros, sua memória passou a ser reavivada a partir dos anos 1990.;;Yellowfante;1ª;2022;Físico;9786588437605;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1792890?guid=1720738355966&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720738355966%26quantidadePaginas%3d1%26codigoRegistro%3d1792890%231792890&i=1;pt-BR;;infantojuvenil;41p;;OTÁVIO JUNIOR. Menino Benjamim. Belo Horizonte: Yellowfante, 2022.;https://m.media-amazon.com/images/I/51ulOAiB3wL._SX342_SY445_.jpg;afro-brasileira
"""O menino e a sua árvore""";;Rodrigo França;Vanessa Ferreira;"Identidade; relações étnico-raciais; ancestralidade africana";Sol é um menino alegre e muito especial, porque sua bisavó é uma árvore de 150 anos! Seus colegas de escola não entendem isso e fazem piada, mas ele sabe que é preciso ter raízes fortes para crescer bem, dar bons frutos e uma sombra doce e agradável.;;Nova Fronteira;1ª;2024;Físico;9786556407616;https://www.novafronteira.com.br/o-menino-e-sua-arvore;pt-BR;;infantojuvenil;40p;;FRANÇA, Rodrigo. O menino e a sua árvore. Rio de janeiro: Nova Fronteira, 2024.;https://m.media-amazon.com/images/I/51HonnE74SL._SY425_.jpg;afro-brasileira
"""A bailarina que pintava suas sapatilhas""";;Ingrid Silva;Monge Lua;"Identidade; relações étnico-raciais; infância; balé";"Em A bailarina que pintava suas sapatilhas, Ingrid Silva traz um texto cheio de afeto e representatividade. Ela divide com os pequenos leitores sua história no balé, desde a infância no subúrbio carioca até sua experiência na Dance Theatre of Harlem, de Nova York, quando se torna mundialmente conhecida. Ingrid conta como enfrentou preconceitos raciais e sociais e inspira as crianças a se descobrirem através de sua trajetória.A autora também explica o motivo de ter passado anos pintando suas sapatilhas na cor de sua pele: ""As sapatilhas de balé foram criadas pensando apenas em pessoas de pele clara, por isso aquele tom rosinha. Para mim, tinha que ter o tom da minha pele. Assim, passei a pintar as sapatilhas de marrom, pois não encontrava um par dessa cor para comprar em lugar nenhum"".";;Globinho;1ª;2023;Físico;‎ 9786588150528;https://globolivros.globo.com/livros/a-bailarina-que-pintava-suas-sapatilhas;pt-BR;;infantil;32p;;SILVA, Ingrid. A bailarina que pintava suas sapatilhas. Rio de Janeiro, 2023.;http://s3.amazonaws.com/cdn.globolivros.com.br/livros/2661/medium_2661.jpg?1671632469;afro-brasileira
"""Mãos""";;Kiusam de Oliveira;Natália Gregorini;"Identidade; relações étnico-raciais; auto-estima; afeto";Orion é um menino alegre, inteligente e muito amado pelos pais Paulo e Pedro. As mãos deles o encheram de carinho desde o primeiro abraço em um orfanato. Em todas as situações, eram essas mãos que o orientavam e o apoiavam. Um dia, a professora de Orion, dona Glorinha, sugeriu aos alunos que fizessem um trabalho escolar, e ele, animado, escolheu as mãos para tema de sua pesquisa. Porém, antes da apresentação, o menino foi surpreendido por comentários maldosos sobre sua família. Foi nesse momento que ele precisou encontrar, dentro de si, todo o amor e afeto recebido pelas mãos de seus pais e pela professora para construir sua confiança, autoestima e superar o preconceito.;;Companhia das Letrinhas;1ª;2024;Físico;9786554850339;https://www.companhiadasletras.com.br/livro/9786554850339/maos;pt-BR;;infantojuvenil;40p;;OLIVEIRA, Kiusam de. Mãos. São Paulo: Companhia das Letrinhas, 2024.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786554850339/maos.jpg;afro-brasileira
